alcohol,amount,attributes,company,description,dilivery,image_src,price,stock,title,url
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Ardmore Distillery Co. Ltd. Huntly Aberdeenshire AB 54 4NH/GB,"Ardmore brennt nicht nur leicht rauchigen Malt, sondern auch ungetorften Malt, der Ardlear genannt wird. Die Abfüllung Ardmore Port Wood Finish aber ist '100% peated', wurde also aus leicht rauchigem Malt mit 12 ppm kreiert.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ARDMO12PO_1.jpg,"39,90",sofort lieferbar,Ardmore Port Wood Finish 12 Jahre,https://www.whisky.de/shop/Aktuell/Geschenke/Ardmore-Port-Wood-Finish-12-Jahre.html?&searchorigin=2
"49,3 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Ardmore Distillery Co. Ltd. Huntly Aberdeenshire AB 54 4NH/GB,"Die Whiskys von Ardmore werden normalerweise recht jung abgefüllt. Diese limitierte Edition durfte stattliche 20 Jahre reifen. Die Fassreifung erfolgte in Bourbon- und Islay-Fässern, die anschließend miteinander verheiratet wurden.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ARDMO2000_1.jpg,"89,90",sofort lieferbar,Ardmore 20J-1996,https://www.whisky.de/shop/Aktuell/Geschenke/Ardmore-20J-1996.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Aultmore Distillery Co. Buckie Road Moray Banffshire AB55 3QY/GB,"Seit 1897 produziert die Brennerei Aultmore Speyside Whisky. Für den Malt wird Wasser aus einer Quelle in der Region Foggie Moss verwendet. Nachdem die letzten Jahre keine Originalabfüllung vertrieben wurde, gibt es nun diesen 12-jährigen Single Malt.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_AULTM1200_1.jpg,"38,90",sofort lieferbar,Aultmore 12 Jahre,https://www.whisky.de/shop/Aktuell/Geschenke/Aultmore-12-Jahre.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Aultmore Distillery Co. Buckie Road Moray Banffshire AB55 3QY/GB,"Der Whisky von Aultmore war früher kaum unter seinem richtigen Namen bekannt. Nur in einigen wenigen Bars war er erhältlich, und auch nur, wenn man nach 'a nip of the Buckie Road' fragte. Inzwischen gibt es mehrere Originalabfüllungen wie diese 18-Jährige.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_AULTM1800_1.jpg,"84,90",sofort lieferbar,Aultmore 18 Jahre,https://www.whisky.de/shop/Aktuell/Geschenke/Aultmore-18-Jahre.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Edradour Distillery Co. Ltd. Pitlochry Perthshire PH16 5JP/GB,Ballechin ist die rauchige Abfüllreihe der Brennerei Edradour und wurde nach einer inzwischen geschlossenen Farmhaus-Brennerei benannt. ,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BALLE1000_1.jpg,"45,90",sofort lieferbar,Ballechin 10 Jahre,https://www.whisky.de/shop/Aktuell/Geschenke/Ballechin-10-Jahre.html?&searchorigin=2
46 % vol,"0,2 Liter",{'Sorte:': 'Single Malt Whisky'},Edradour Distillery Co. Ltd. Pitlochry Perthshire PH16 5JP/GB,Ballechin ist die rauchige Abfüllreihe der Brennerei Edradour und wurde nach einer inzwischen geschlossenen Farmhaus-Brennerei benannt. ,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BALLE1002_1.jpg,"18,90",sofort lieferbar,"Ballechin 0,2 Liter 10 Jahre",https://www.whisky.de/shop/Aktuell/Geschenke/Ballechin-0-2-Liter-10-Jahre.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},The Balvenie Distillery Co. Balvenie Maltings Dufftown Banffshire  AB55 4BB/GB,"2018 jährte sich der 25-jährige Geburtstag von Balvenie Double Wood 12 Jahre. Dieser Meilenstein begann 1993 und ist der Beweis für die handwerkliche Begabung von Malt Master David Stewart, der 1982 ein Verfahren entwickelte, das heute unter dem Namen 'Wood Finishing' bekannt ist. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BALVE1200_1.jpg,"43,90",sofort lieferbar,Balvenie Double Wood 12 Jahre,https://www.whisky.de/shop/Aktuell/Geschenke/Balvenie-Double-Wood-12-Jahre.html?&searchorigin=2
"47,8 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},The Balvenie Distillery Co. Balvenie Maltings Dufftown Banffshire  AB55 4BB/GB,Diese Single Barrel Abfüllung von Balvenie betont den Einfluss des Fasses auf den Geschmack eines Whiskys. Eichenfässer sind Naturprodukte und jedes ist anders. Dadurch hat jeder Whisky einen unterschiedlichen Geschmack. Für diese Abfüllung wählte Balvenies Malt Master nur Fässer mit süßem Vanille- und Eichencharakter aus. Alle Flaschen sind mit der Fassnummer und der Flaschennummer versehen.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BALVE12SB_1.jpg,"56,90",sofort lieferbar,Balvenie Single Barrel First Fill 12 Jahre,https://www.whisky.de/shop/Aktuell/Geschenke/Balvenie-Single-Barrel-First-Fill-12-Jahre.html?&searchorigin=2
48 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Aberlour Distillery Co. Ltd. Aberlour Banffshire AB 38 9PJ/GB,Der Single Malt Casg Annamh (gälisch: seltenes Fass) trägt keine Altersangabe. Zwei verschiedene Typen amerikanischer Eichenfässer und Sherryfässer prägen den Geschmack der Neuerscheinung aus 2018.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ABERL0AN1G_1.jpg,"59,90",sofort lieferbar,Aberlour Casg Annamh Batch 1 mit 2 Gläsern,https://www.whisky.de/shop/Aktuell/Geschenkpackungen/Aberlour-Casg-Annamh-Batch-1-mit-2-Glaesern.html?&searchorigin=2
"60,3 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Aberlour Distillery Co. Ltd. Aberlour Banffshire AB 38 9PJ/GB,Der Single Malt a'bunadh (gälisch: Das Original) trägt keine Altersangabe. Er wird nicht kühlgefiltert und in Batches mit deren natürlicher Fassstärke abgefüllt. Die Reifung erfolgt ausschließlich in Oloroso Sherry Butts.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ABERL0A60G_1.jpg,"69,90",sofort lieferbar,Aberlour a'bunadh Batch 60 mit 2 Gläsern,https://www.whisky.de/shop/Aktuell/Geschenkpackungen/Aberlour-a-bunadh-Batch-60-mit-2-Glaesern.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Ardmore Distillery Co. Ltd. Huntly Aberdeenshire AB 54 4NH/GB,Die Brennerei Ardmore wurde bereits im Jahr 1898 von Wm. Teacher & Sons gegründet. Die Abfüllung Legacy enthält rauchige und nicht-rauchige Whiskys und wurde zusätzlich in klassischen Quarter Casks gelagert. Für das Raucharoma wurde ausschließlich Torf aus den Highlands verwendet.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ARDMO00LG_1.jpg,"23,90",sofort lieferbar,Ardmore Legacy mit Tumbler,https://www.whisky.de/shop/Aktuell/Geschenkpackungen/Ardmore-Legacy-mit-Tumbler.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Benromach Distillery Co. Ltd. Invererne Road Forres Moray IV36 3EB/GB,Die Brennerei Benromach wurde vom unabhängigen Abfüller Gordon & MacPhail erworben und wieder in Betrieb genommen. Der neue 10-Jährige wurde anlässlich des 10. Geburtstages der Brennerei aufgelegt. Zur Herstellung wird im Gegensatz zu den meisten Speyside Brennereien ganz leicht rauchiges Malz verwendet. Der Single Malt lagerte zum größten Teil in Ex-Bourbonfässern. 20% des Whiskys wurden in Sherryfässern gereift.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BROMA10G2_1.jpg,"39,90","sofort lieferbar, nur eine Flasche pro Kunde",Benromach mit 2 Gläsern 10 Jahre,https://www.whisky.de/shop/Aktuell/Geschenkpackungen/Benromach-mit-2-Glaesern-10-Jahre--.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Cardhu Distillery Aberlour Banffshire AB38 7RY/GB,Der Name dieser Abfüllung wurde von warmen und flüssigem Bernstein inspiriert. Durch die doppelte Reifung in Bourbonfässern erhielt der Malt besonders kräftige Vanillearomen.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_CARDH00AG_1.jpg,"34,90",sofort lieferbar,Cardhu Amber Rock mit 2 Gläsern,https://www.whisky.de/shop/Aktuell/Geschenkpackungen/Cardhu-Amber-Rock-mit-2-Glaesern.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Dufftown Distillery Dufftown Keith Banffshire AB55 4BR/GB,"Der Zusatz 'The Singleton' soll die Einzigartigkeit der Dufftown-Malts betonen. Die 12-jährige Standardabfüllung reifte in amerikanischen und europäischen Eichenfässern. Die enthaltene, besonders große Eiskugelform sorgt für eine gleichmäßig, lange anhaltende Kühlung ohne den Drink zu verwässern! ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_DUFFT12GE_1.jpg,"29,90",geringer Vorrat,The Singleton of Dufftown mit Glas und Eiskugelformer 12 Jahre,https://www.whisky.de/shop/Aktuell/Geschenkpackungen/The-Singleton-of-Dufftown-mit-Glas-und-Eiskugelformer-12-Jahre.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Glenfarclas Distillery Ballindalloch Banffshire AB37 9BD/GB,Der 15-Jährige von Glenfarclas wird mit stärkeren 46% vol abgefüllt. Mit dieser Alkoholstärke genoss der Großvater des jetzigen Brennereibesitzers den Single Malt am liebsten.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GFARC15G2_1.jpg,"56,90",geringer Vorrat,Glenfarclas mit 2 Gläsern 15 Jahre,https://www.whisky.de/shop/Aktuell/Geschenkpackungen/Glenfarclas-mit-2-Glaesern-15-Jahre.html?&searchorigin=2
47 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Glenfiddich Distillery Dufftown Banffshire AB55 4DH/GB,Zusammen mit 20 Whiskyexperten kreierte Malt Master Brian Kinsman diesen ungewöhnlichen Malt. Dafür wählte jeder Experte unter unzähligen Fässern seinen Favoriten aus. Anschließend wurden die verschiedenen Einzelfässer miteinander vermählt. ,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GFIDD0XXG_1.jpg,"59,90",sofort lieferbar,Glenfiddich Project XX mit 2 Gläsern,https://www.whisky.de/shop/Aktuell/Geschenkpackungen/Glenfiddich-Project-XX-mit-2-Glaesern.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Glen Grant Distillery Rothes Aberlour AB38 7BS/GB,"Die Brennerei Glen Grant steht seit langem für erstklassige Malts mit einem fairen Preis-/Leistungsverhältnis. Nachdem der 16-Jährige nicht mehr erhältlich ist, erschien nun eine 12-jährige Abfüllung.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GGRAN122G_1.jpg,"33,90",sofort lieferbar,Glen Grant mit 2 Gläsern 12 Jahre,https://www.whisky.de/shop/Aktuell/Geschenkpackungen/Glen-Grant-mit-2-Glaesern-12-Jahre.html?&searchorigin=2
"49,1 % vol","0,5 Liter",{'Sorte:': 'Single Malt Whisky'},Whiskymax Import Industriestr. 18 63533 Mainhausen/DE,Diese limitierte Edition wurde 2012 gebrannt und in einem Rotweinfass der Marke Ramón Bilbao Rioja nachgereift. Der Malt wurde als Einzelfass abgefüllt.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_LANGA0RI0_1.jpg,"59,90",sofort lieferbar,Langatun Rioja Finish 2012/2017,https://www.whisky.de/shop/International/Andere/Langatun-Rioja-Finish-2012-2017.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},John Dewar and Sons Ltd. Aberfeldy Perthshire PH 15 2EB/GB,Die Brennerei Aberfeldy wurde 1892 von der Familie Dewar gegründet. So wird auch heute noch der größte Teil der Produktion für den Blend Dewar's verwendet. Auf Grund seines angenehmen Aromas gibt es den Aberfeldy auch als Originalabfüllung.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ABERF1200_1.jpg,"32,90",sofort lieferbar,Aberfeldy 12 Jahre,https://www.whisky.de/shop/Aktuell/Geschenkefinder/Aberfeldy-12-Jahre.html?&searchorigin=2
45 % vol,"0,5 Liter",{'Sorte:': 'Single Malt Whisky'},Kirsch Whisky Import Schnepker Str. 32 28857 Syke/DE,"Der Flóki Double Wood ist ein 3-jähriger Single Malt, der komplett mit Zutaten aus Island hergestellt wird. Das besonders robuste isländische Getreide enthält wenig Stärke, weshalb etwa 50 Prozent mehr Gerste pro Flasche Whisky verwendet werden muss als bei anderen Gerstensorten. Diese Abfüllung reifte zuerst in Fässern, in denen zuvor Floki Young Malt lagerte und erhielt anschließend ihr Finish in Starkbierfässern der isländischen Bryggjan brugghús Brauerei. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_FLOKI0DW0_1.jpg,"69,90",sofort lieferbar,Flóki Double Wood 3J-/2019,https://www.whisky.de/shop/International/Andere/Fl-ki-Double-Wood-3J-2019.html?&searchorigin=2
"49,1 % vol","0,5 Liter",{'Sorte:': 'Single Malt Whisky'},Whiskymax Import Industriestr. 18 63533 Mainhausen/DE,Das Weingut Quinta do Zambujeiro liegt bei dem portugiesischen Dorf Borba und umfasst rund 40 Hektar. Der morderne Betrieb wird unter Schweizer Leitung geführt.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_LANGA0QU_1.jpg,"62,90",sofort lieferbar,Langatun Quinta do Zambujeiro 2011/2017,https://www.whisky.de/shop/International/Andere/Langatun-Quinta-do-Zambujeiro-2011-2017.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Blended Malt Whisky'},The Lost Distillery Company Kilmarnock Kai 2BY Scotland,"Während des letzten Jahrhunderts wurden über die Hälfte aller Malt Whiksy Brennereien in Schottland geschlossen oder gar ganz abgerissen bzw. für andere Nutzung freigegeben. Dadurch sind einige Whiskymarken vom Erdboden verschwunden, bis jetzt. Denn die Lost Distillery Company kreiert diese verloren gegangen Whisky-Geschmacksprofile der Legenden wieder nach. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_LOSTD0JE0_1.jpg,"42,90",geringer Vorrat,Lost Distillery Jericho,https://www.whisky.de/shop/International/Andere/Lost-Distillery-Jericho.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Blended Malt Whisky'},The Lost Distillery Company Kilmarnock Kai 2BY Scotland,"Während des letzten Jahrhunderts wurden über die Hälfte aller Malt Whiksy Brennereien in Schottland geschlossen oder gar ganz abgerissen bzw. für andere Nutzung freigegeben. Dadurch sind einige Whiskymarken vom Erdboden verschwunden, bis jetzt. Denn die Lost Distillery Company kreiert diese verloren gegangen Whisky-Geschmacksprofile der Legenden wieder nach. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_LOSTD0LO0_1.jpg,"42,90",geringer Vorrat,Lost Distillery Lossit,https://www.whisky.de/shop/International/Andere/Lost-Distillery-Lossit.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,"Mack bedeutet Moskito, Myra nasser Boden. Beide Begriffe stehen in Schweden für die Orte an Flüssen, an denen Eisenhütten und Walzwerke errichtet wurden. Durch das nasse Gelände schwirrten hier besonders viele Moskitos umher. Die Abfüllung Mackmyra Mack ehrt das Handwerk im Allgemeinen und wurde nur aus schwedischen Zutaten hergestellt.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MACKM00MA_1.jpg,"27,90",sofort lieferbar,Mackmyra Mack,https://www.whisky.de/shop/International/Andere/Mackmyra-Mack.html?&searchorigin=2
"41,4 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,"Dieser Whisky stammt aus der schwedischen Brennerei Mackmyra. Die Idee einen schwedischen Whisky zu brennen, entstand bei einem Skiausflug von acht Freunden 1998. Jeder brachte eine Flasche Whisky mit und so drehten sich die Gespräche nur um Whisky. Daraus entstand die Brennerei in Mackmyra Bruk, die nur mit lokalen Zutaten und ohne Farbstoff ihren Whisky herstellt.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MACKM0000_1.jpg,"36,90",sofort lieferbar,Mackmyra Bruks,https://www.whisky.de/shop/International/Andere/Mackmyra-Bruks.html?&searchorigin=2
"46,1 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,"Der erste Mackmyra mit Altersangabe wurde gleich über 10 Jahre lang gereift. Zu einem Teil wurden Whiskys verwendet, die nach 8 Jahren in amerikanischer Eiche noch weitere 5 Jahre in mit Sherry gesättigten Fässern lagerten.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MACKM1000_1.jpg,"41,90",sofort lieferbar,Mackmyra 10 Jahre,https://www.whisky.de/shop/International/Andere/Mackmyra-10-Jahre.html?&searchorigin=2
"46,1 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,"Mackmyra Gruvguld, 'Gold aus der Mine', reifte in einem Mix an kleinen Fässern. Unter den vielen Fasstypen finden sich auch mit Sherry gesättigte Eichenfässer.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MACKM0GR0_1.jpg,"42,90",sofort lieferbar,Mackmyra Gruvguld,https://www.whisky.de/shop/International/Andere/Mackmyra-Gruvguld.html?&searchorigin=2
"46,1 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,"Die Master Distillerin Angela D'Orazio hat viele Kontakte in der Weinszene. Dementsprechend kreativ und vielseitig sind ihre Fassreifungen. Die Brennerei experimentiert auch viel mit eigenen Sättigungen. Die limitierte Abfüllung Vinterglöd erhielt ihr Finish in Eichenfässern, die zuvor mit schwedischem Glühwein und PX Sherry befüllt waren. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MACKM00VI_1.jpg,"48,90",sofort lieferbar,Mackmyra Vinterglöd /2018,https://www.whisky.de/shop/International/Andere/Mackmyra-Vintergloed-2018.html?&searchorigin=2
"46,1 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,Die Master Distillerin Angela D'Orazio hat viele Kontakte in die Weinszene. Dementsprechend kreativ und vielseitig sind ihre Fassreifungen. Die Brennerei experimentiert auch viel mit eigenen Sättigungen. Die limitierte Abfüllung Skördetid wurde teilweise in Amarone-Fässern gereift.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MACKM00SK_1.jpg,"48,90",sofort lieferbar,Mackmyra Skördetid,https://www.whisky.de/shop/International/Andere/Mackmyra-Skoerdetid.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},John Dewar and Sons Ltd. Aberfeldy Perthshire PH 15 2EB/GB,"Für 21 lange Jahre ruhte dieser Single Malt Whisky tief in den Highlands und atmete die Aromen süßer Heide, wilder Blumen, edler Hölzer und feiner Früchte, um eins zu werden mit der Seele der schottischen Natur.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ABERF2175_1.jpg,"123,50","sofort lieferbar, Nachfolger da",Aberfeldy - altes Design 21 Jahre,https://www.whisky.de/shop/Aktuell/Geschenkefinder/Aberfeldy-altes-Design-21-Jahre.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},John Dewar and Sons Ltd. Aberfeldy Perthshire PH 15 2EB/GB,"Für 21 lange Jahre ruhte dieser Single Malt Whisky tief in den Highlands und atmete die Aromen süßer Heide, wilder Blumen, edler Hölzer und feiner Früchte, um eins zu werden mit der Seele der schottischen Natur.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ABERF2101_1.jpg,"138,50",sofort lieferbar,Aberfeldy 21 Jahre,https://www.whisky.de/shop/Aktuell/Geschenkefinder/Aberfeldy-21-Jahre.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Aberlour Distillery Co. Ltd. Aberlour Banffshire AB 38 9PJ/GB,"Ein milder und weicher Single Malt Whisky aus der Speyside. Sein Aroma ist voll, malzig und würzig. Der Geschmack wird durch die Sherryfass-Lagerung bestimmt. Der Klassiker aus der Aberlour Brennerei!",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ABERL1000_1.jpg,"29,90",sofort lieferbar,Aberlour 10 Jahre,https://www.whisky.de/shop/Aktuell/Geschenkefinder/Aberlour-10-Jahre.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Aberlour Distillery Co. Ltd. Aberlour Banffshire AB 38 9PJ/GB,"Dieser Single Malt lagerte zum Teil in herkömmlichen Eichenfässern, sowie in Sherryfässern. Nach der Reifung wurden die Malts miteinander vermählt. Dadurch erhält dieser Aberlour seine prägnante Fruchtigkeit.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ABERL12D02_1.jpg,"36,90",sofort lieferbar,Aberlour Double Cask 12 Jahre,https://www.whisky.de/shop/Aktuell/Geschenkefinder/Aberlour-Double-Cask-12-Jahre.html?&searchorigin=2
48 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Aberlour Distillery Co. Ltd. Aberlour Banffshire AB 38 9PJ/GB,Dieser 12-jährige Single Malt Whisky aus der Aberlour Brennerei unterscheidet sich von den anderen Abfüllungen vor allem durch die fehlende Kühlfilterung. Er wird mit einem höheren Alkoholgehalt als die gleichaltrige Variante abgefüllt und reifte in Sherry- und Bourbonfässern.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ABERL12GL_1.jpg,"44,90",sofort lieferbar,Aberlour Non Chill-Filtered mit 2 Gläsern 12 Jahre,https://www.whisky.de/shop/Aktuell/Geschenkefinder/Aberlour-Non-Chill-Filtered-mit-2-Glaesern-12-Jahre.html?&searchorigin=2
"60,8 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Aberlour Distillery Co. Ltd. Aberlour Banffshire AB 38 9PJ/GB,Der Single Malt a'bunadh (gälisch: Das Original) trägt keine Altersangabe. Er wird nicht kühlgefiltert und in Batches mit deren natürlicher Fassstärke abgefüllt. Die Reifung erfolgt ausschließlich in Oloroso Sherry Butts.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ABERL0A61_1.jpg,"59,90",sofort lieferbar,Aberlour a'bunadh Batch 61,https://www.whisky.de/shop/Aktuell/Geschenkefinder/Aberlour-a-bunadh-Batch-61.html?&searchorigin=2
61 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Aberlour Distillery Co. Ltd. Aberlour Banffshire AB 38 9PJ/GB,Der Single Malt a'bunadh (gälisch: Das Original) trägt keine Altersangabe. Er wird nicht kühlgefiltert und in Batches mit deren natürlicher Fassstärke abgefüllt. Die Reifung erfolgt ausschließlich in Oloroso Sherry Butts.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ABERL0A63_1.jpg,"61,90",sofort lieferbar,Aberlour a'bunadh Batch 63,https://www.whisky.de/shop/Aktuell/Geschenkefinder/Aberlour-a-bunadh-Batch-63.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Ardmore Distillery Co. Ltd. Huntly Aberdeenshire AB 54 4NH/GB,Die Brennerei Ardmore wurde bereits im Jahr 1898 von Wm. Teacher & Sons gegründet. Die Abfüllung Legacy enthält rauchige und nicht-rauchige Whiskys und wurde zusätzlich in klassischen Quarter Casks gelagert. Für das Raucharoma wurde ausschließlich Torf aus den Highlands verwendet.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ARDMO00LE_1.jpg,"21,99",sofort lieferbar,Ardmore Legacy,https://www.whisky.de/shop/Aktuell/Geschenkefinder/Ardmore-Legacy.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Ardmore Distillery Co. Ltd. Huntly Aberdeenshire AB 54 4NH/GB,"Ardmore brennt nicht nur leicht rauchigen Malt, sondern auch ungetorften Malt, der Ardlear genannt wird. Die Abfüllung Ardmore Port Wood Finish aber ist '100% peated', wurde also aus leicht rauchigem Malt mit 12 ppm kreiert.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ARDMO12PO_1.jpg,"39,90",sofort lieferbar,Ardmore Port Wood Finish 12 Jahre,https://www.whisky.de/shop/Aktuell/Geschenkefinder/Ardmore-Port-Wood-Finish-12-Jahre.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,Zum 3. Mal füllte Mackmyra zusammen mit Brands for Fans einen Whisky für das Sweden Rock Festival ab. Die 2017er Abfüllung hat die Eigenschaften eines amerikanischen Whiskeys. So ist der Single Malt auch eine Hommage an die Bedeutung der USA im Rock 'n' Roll.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MACKM17SR_1.jpg,"49,90",geringer Vorrat,Mackmyra Sweden Rock /2017,https://www.whisky.de/shop/International/Andere/Mackmyra-Sweden-Rock-2017.html?&searchorigin=2
