alcohol,amount,attributes,company,description,dilivery,image_src,price,stock,title,url
"41,5 % vol","2,8 Liter",{'Sorte:': 'Whiskey'},,"Cooley war lange Zeit die einzige unabhängige Brennerei in Irland. Mit den unterschiedlichen Marken deckt Cooley eine große Aromenpalette ab: Tyrconnell ist ein sehr fruchtiger und malziger Single Malt Whiskey, Kilbeggan ist ein klassischer, sehr weicher irischer Blended Whiskey mit Getreide- und Malznoten, während die Connemara Abfüllungen ungewöhnlich stark getorft sind mit süß-fruchtigen sowie deutlichen Vanillenoten. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_LIVECOO07_1.jpg,"77,90",geringer Vorrat,"Cooley Live Event Set, groß",https://www.whisky.de/shop/Irland/Cooley-Live-Event-Set-gross.html?&searchorigin=2
"40,3 % vol","0,9 Liter",{'Sorte:': 'Whiskey'},,"Cooley war lange Zeit die einzige unabhängige Brennerei in Irland. Mit den unterschiedlichen Marken deckt Cooley eine große Aromenpalette ab: Tyrconnell ist ein sehr fruchtiger und malziger Single Malt Whiskey, Kilbeggan ist ein klassischer, sehr weicher irischer Blended Whiskey mit Getreide- und Malznoten, während die Connemara Abfüllungen ungewöhnlich stark getorft sind mit süß-fruchtigen sowie deutlichen Vanillenoten. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_LIVECOO02_1.jpg,"32,90",sofort lieferbar,"Cooley Live Event Set, mittel",https://www.whisky.de/shop/Irland/Cooley-Live-Event-Set-mittel.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whiskey'},Wicklow Hills Whiskey Ltd Redcross Wicklow/IE,"An der Ostküste Irlands liegt die Stadt Barraniskey. Ihr Name lässt sich von dem irischen Begriff 'Barr an Uisce' ableiten. Der Gründer des Barr an Uisce Whiskys, Ian Jones, stammt von dem nahegelegenen Dorf Redcross. Der 10-jährige Single Malt wurde in frischen Bourbonfässern gereift.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BARRU1000_1.jpg,"56,90",geringer Vorrat,Barr an Uisce 1803 10 Jahre,https://www.whisky.de/shop/Irland/Barr-an-Uisce-1803-10-Jahre.html?&searchorigin=2
40 % vol,1 Liter,{'Sorte:': 'Single Malt Whiskey'},Old Bushmills Distillery Co. Ltd. 2 Distillery Road Bushmills Antrim BT57 8XH/GB,Zum 125-jährigen Jubiläum der SS Bushmills wurde eine Reihe an verschiedenen Fassreifungen herausgebracht. Die 3. Edition wurde dreifach destilliert und reifte in Bourbon Fässern aus Kentucky nach. ,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BUSHM0STB_1.jpg,"36,90",sofort lieferbar,Bushmills Steamship Bourbon Cask,https://www.whisky.de/shop/Irland/Bushmills-Steamship-Bourbon-Cask.html?&searchorigin=2
40 % vol,1 Liter,{'Sorte:': 'Single Malt Whiskey'},Old Bushmills Distillery Co. Ltd. 2 Distillery Road Bushmills Antrim BT57 8XH/GB,"Vor 125 Jahren hatte die SS Bushmills, das brennereieigene Dampfschiff, seine Jungfernfahrt. Die erste Edition aus der gleichnamigen Serie wurde im Gegensatz zu den Standardabfüllungen gänzlich in Sherryfässern gereift.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BUSHM0STS_1.jpg,"53,90",sofort lieferbar,Bushmills Steamship Sherry Cask,https://www.whisky.de/shop/Irland/Bushmills-Steamship-Sherry-Cask.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whiskey'},Old Bushmills Distillery Co. Ltd. 2 Distillery Road Bushmills Antrim BT57 8XH/GB,Der 10-Jährige von Bushmills wird zu 100% aus gemälzter Gerste hergestellt und dreifach destilliert. Die Reifung erfolgt zum größten Teil in Bourbonfässern.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BUSHM1000_1.jpg,"24,99",sofort lieferbar,Bushmills 10 Jahre,https://www.whisky.de/shop/Irland/Bushmills-10-Jahre--.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whiskey'},Old Bushmills Distillery Co. Ltd. 2 Distillery Road Bushmills Antrim BT57 8XH/GB,Der 10-Jährige von Bushmills wird zu 100% aus gemälzter Gerste hergestellt und dreifach destilliert. Die Reifung erfolgt zum größten Teil in Bourbonfässern.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BUSHM10GL_1.jpg,"27,90",sofort lieferbar,Bushmills mit 2 Gläsern 10 Jahre,https://www.whisky.de/shop/Irland/Bushmills-mit-2-Glaesern-10-Jahre--.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whiskey'},Old Bushmills Distillery Co. Ltd. 2 Distillery Road Bushmills Antrim BT57 8XH/GB,Zum 125-jährigen Jubiläum der SS Bushmills wurde eine Reihe an verschiedenen Fassreifungen herausgebracht. Die 2. Edition reifte in Ruby Portweinfässern.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BUSHM0STP_1.jpg,"69,90",sofort lieferbar,Bushmills Steamship Port Cask,https://www.whisky.de/shop/Irland/Bushmills-Steamship-Port-Cask.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whiskey'},Old Bushmills Distillery Co. Ltd. 2 Distillery Road Bushmills Antrim BT57 8XH/GB,Die Steamship Collection wurde zu Ehren des 125-jährigen Jubiläums der Überfahrt des Dampfschiffes 'SS Bushmills' abgefüllt. Die SS Bushmills brachte im September 1890 die erste Ladung irischen Whiskeys aus der Brennerei in die USA.  Die 4. Edition wurde dreifach destilliert und reifte in erstbefüllten karibischen Rumfässern nach. ,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BUSHM0STR_1.jpg,"86,90",sofort lieferbar,Bushmills Steamship Rum Cask,https://www.whisky.de/shop/Irland/Bushmills-Steamship-Rum-Cask.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whiskey'},Old Bushmills Distillery Co. Ltd. 2 Distillery Road Bushmills Antrim BT57 8XH/GB,"Den Beinamen Three Woods trägt dieser Bushmills, da er aus einer Mischung aus Bourbon-, Sherry- und Portweinfass gelagerten Whiskeys besteht. Der 16-Jährige ist auf dem Markt nur noch äußerst selten erhältlich.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BUSHM1600_1.jpg,"98,90",sofort lieferbar,Bushmills Three Woods 16 Jahre,https://www.whisky.de/shop/Irland/Bushmills-Three-Woods-16-Jahre--.html?&searchorigin=2
&nbsp,&nbsp,{'Sorte:': 'Tumbler'},,Tulpenförmiger Tumbler mit Schriftzug der Brennerei Aberlour.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ZGLABERL1_1.jpg,"3,90",sofort lieferbar,"Tumbler Aberlour, einzeln",https://www.whisky.de/shop/Zubehoer/Tumbler-Aberlour-einzeln.html?&searchorigin=2
&nbsp,&nbsp,{'Sorte:': 'Tumbler'},,Tulpenförmiger Tumbler mit Schriftzug der Brennerei Aberlour.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ZGLABERL6_1.jpg,"19,90",sofort lieferbar,"Tumbler Aberlour, 6 Stück",https://www.whisky.de/shop/Zubehoer/Tumbler-Aberlour-6-Stueck.html?&searchorigin=2
&nbsp,&nbsp,{'Sorte:': 'Stielglas'},,Mit beigem Schriftzug und Aromadeckel.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ZGLARDBE_1.jpg,"6,90",sofort lieferbar,Stielglas Motiv Ardbeg mit Deckel,https://www.whisky.de/shop/Zubehoer/Stielglas-Motiv-Ardbeg-mit-Deckel.html?&searchorigin=2
&nbsp,&nbsp,{'Sorte:': 'Tumbler'},,Tulpenförmiger grüner Tumbler mit weißer Aufschrift.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ZGLARDBE1_1.jpg,"8,90",sofort lieferbar,"Tumbler Ardbeg (grün), einzeln",https://www.whisky.de/shop/Zubehoer/Tumbler-Ardbeg-gruen-einzeln--.html?&searchorigin=2
&nbsp,&nbsp,{'Sorte:': 'Tumbler'},,Tulpenförmiger grüner Tumbler mit weißer Aufschrift.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ZGLARDBE6_1.jpg,"48,90",sofort lieferbar,"Tumbler Ardbeg (grün), 6 Stück",https://www.whisky.de/shop/Zubehoer/Tumbler-Ardbeg-gruen-6-Stueck--.html?&searchorigin=2
&nbsp,&nbsp,{'Sorte:': 'Tumbler'},,Glencairn Glas mit Logo der Brennerei Balvenie.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ZGLBALVE1_1.jpg,"4,90",sofort lieferbar,"Glencairn Glas Balvenie, einzeln",https://www.whisky.de/shop/Zubehoer/Glencairn-Glas-Balvenie-einzeln--.html?&searchorigin=2
&nbsp,&nbsp,{'Sorte:': 'Tumbler'},,Glencairn Glas mit Logo der Brennerei Balvenie.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ZGLBALVE6_1.jpg,"24,90",sofort lieferbar,"Glencairn Glas Balvenie, 6 Stück",https://www.whisky.de/shop/Zubehoer/Glencairn-Glas-Balvenie-6-Stueck--.html?&searchorigin=2
&nbsp,&nbsp,{'Sorte:': 'Stielglas'},,Nosingglas mit Bowmore-Logo. ,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ZGLBOWMS1_1.jpg,"3,90",geringer Vorrat,"Stielglas Bowmore, einzeln",https://www.whisky.de/shop/Zubehoer/Stielglas-Bowmore-einzeln.html?&searchorigin=2
&nbsp,&nbsp,{'Sorte:': 'Stielglas'},,Nosingglas mit Bowmore-Logo. ,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ZGLBOWMS6_1.jpg,"19,90",geringer Vorrat,"Stielglas Bowmore, 6 Stück",https://www.whisky.de/shop/Zubehoer/Stielglas-Bowmore-6-Stueck.html?&searchorigin=2
&nbsp,&nbsp,{'Sorte:': 'Stielglas'},,Nosingglas (Stielglas) mit weißer Aufschrift und Classic Malt Logo.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ZGLCLASS1_1.jpg,"3,90",sofort lieferbar,"Stielglas Classic Malt, einzeln",https://www.whisky.de/shop/Zubehoer/Stielglas-Classic-Malt-einzeln.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Ardmore Distillery Co. Ltd. Huntly Aberdeenshire AB 54 4NH/GB,Die Brennerei Ardmore wurde bereits im Jahr 1898 von Wm. Teacher & Sons gegründet. Die Abfüllung Legacy enthält rauchige und nicht-rauchige Whiskys und wurde zusätzlich in klassischen Quarter Casks gelagert. Für das Raucharoma wurde ausschließlich Torf aus den Highlands verwendet.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ARDMO00LE_1.jpg,"21,99",sofort lieferbar,Ardmore Legacy,https://www.whisky.de/shop/Angebote/Ardmore-Legacy.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Kentucky Straight Rye'},Sierra Madre GmbH Rohrstr. 15 58093 Hagen/DE,1776 ist die älteste Whiskeymarke Amerikas. Elijah Pepper gründete das Unternehmen in diesem Jahr. Der Whiskey wurde noch drei Generationen im Familienbesitz hergestellt. Inzwischen hat das Unternehmen Georgetown Trading Co. die Marke übernommen.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_1776BOU46_1.jpg,"36,90",sofort lieferbar,1776 Bourbon 46%,https://www.whisky.de/shop/USA/1776-Bourbon-46.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Ardmore Distillery Co. Ltd. Huntly Aberdeenshire AB 54 4NH/GB,"Ardmore brennt nicht nur leicht rauchigen Malt, sondern auch ungetorften Malt, der Ardlear genannt wird. Die Abfüllung Ardmore Port Wood Finish aber ist '100% peated', wurde also aus leicht rauchigem Malt mit 12 ppm kreiert.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ARDMO12PO_1.jpg,"39,90",sofort lieferbar,Ardmore Port Wood Finish 12 Jahre,https://www.whisky.de/shop/Angebote/Ardmore-Port-Wood-Finish-12-Jahre.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Benriach Distillery Co. Ltd. Elgin Morayshire IV30 8SJ/GB,"Dies ist die Standard-Abfüllung von Benriach. Frisch, fruchtig und einfach zu genießen.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BRIAC0HE0_1.jpg,"25,99",sofort lieferbar,Benriach Heart of Speyside,https://www.whisky.de/shop/Angebote/Benriach-Heart-of-Speyside.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Cardhu Distillery Aberlour Banffshire AB38 7RY/GB,Der Name dieser Abfüllung wurde von warmen und flüssigem Bernstein inspiriert. Durch die doppelte Reifung in Bourbonfässern erhielt der Malt besonders kräftige Vanillearomen.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_CARDH00AR_1.jpg,"28,99",sofort lieferbar,Cardhu Amber Rock,https://www.whisky.de/shop/Angebote/Cardhu-Amber-Rock.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Cardhu Distillery Aberlour Banffshire AB38 7RY/GB,"Der Gold Reserve wurde in handverlesenen, getoasteten Eichenfässern gereift. Benannt wurde der Malt nach seiner Farbe, die an Bernstein und antikes Gold erinnert. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_CARDH0GO0_1.jpg,"29,99",sofort lieferbar,Cardhu Gold Reserve,https://www.whisky.de/shop/Angebote/Cardhu-Gold-Reserve.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Cardhu Distillery Aberlour Banffshire AB38 7RY/GB,"Seine aromatischen und geschmacklichen Qualitäten machen Cardhu zu einer Referenz unter den Malts des Gebiets der Speyside. Dieser Single Malt Whisky hat eine Wärme und Reinheit im Geschmack, die oft als seidig bezeichnet wird.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_CARDH1200_1.jpg,"29,99",sofort lieferbar,Cardhu 12 Jahre,https://www.whisky.de/shop/Angebote/Cardhu-12-Jahre.html?&searchorigin=2
"51,2 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Clynelish Distillery Clynelish Road Brora Sutherland KW9 6LR/GB,"Die Game of Thrones Single Malt Collection wurde zu Ehren der achten und letzten Staffel der Serie Game of Thrones (GoT) abgefüllt. Mit unterschiedlichen Alkoholstärken, ist jeder der seltenen Scotch Whiskys einem der Häuser von Westeros, Schauplatz der Serie, und der diese beschützenden Nachtwache gewidmet. Das Haus Tyrell von Rosengarten liegt wie auch Clynelish inmitten von grünen Weiden und sanften Hügeln. Die unterschwellige komplexe Kombination aus Highland Aromen und maritimen Noten ist wie auch das Haus Tyrell nicht zu verkennen.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_CLYNEW0REG_1.jpg,"50,90","geringer Vorrat, nur eine Flasche pro Kunde",Clynelish Reserve House Tyrell - Game of Thrones mit beschädigter Umverpackung,https://www.whisky.de/shop/Angebote/Clynelish-Reserve-House-Tyrell-Game-of-Thrones-mit-beschaedigter-Umverpackung.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Cragganmore Distillery Ballindalloch Banffshire AB37 9AB/GB,"Cragganmore besticht durch eine sehr gute Ausgewogenheit. Aroma, Geschmack und Abgang harmonieren außergewöhnlich gut. Der 12-Jährige ist malzig trocken und leicht rauchig. Dieser Malt ist für zarte Gaumen. Es gibt keine vordergründigen, kräftigen Aromen. Vielmehr glänzt dieser Malt durch eine selten so gut geglückte elegante Ausgewogenheit.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_CRAGG1200_1.jpg,"29,99",sofort lieferbar,Cragganmore 12 Jahre,https://www.whisky.de/shop/Angebote/Cragganmore-12-Jahre.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Dalwhinnie Distillery Dalwhinnie Inverness-shire PH19 1AA/GB,"Diese Abfüllung von Dalwhinnie ist einer der meistverkauften Classic Malts of Scotland. Das Aroma dieses Single Highland Malts zeigt Anklänge von Heidekraut und Torfrauch. Der milde, fruchtig-süße Geschmack leitet über zu einem exzellent langen Abgang.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_DALWH1500_1.jpg,"34,99",sofort lieferbar,Dalwhinnie 15 Jahre,https://www.whisky.de/shop/Angebote/Dalwhinnie-15-Jahre.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Glendullan Distillery Dufftown Keith Banffshire AB55 4DJ/GB,"Die Game of Thrones Single Malt Collection wurde zu Ehren der achten und letzten Staffel der Serie Game of Thrones (GoT) abgefüllt. Mit unterschiedlichen Alkoholstärken, ist jeder der seltenen Whiskys einem der Häuser von Westeros, Schauplatz der Serie und der diese beschützenden Nachtwache gewidmet. The Singleton Glendullan Select wird ebenso wie das Haus Tully durch die Kraft des Wassers charakterisiert, da er am Ufer des Flusses Fiddichin hergestellt wird. Dort wurde das Wasser auf dem Gelände genutzt, um mit einem Wasserrad Energie für den Betrieb der ganzen Destillerie zu gewinnen.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GDULL0SEG_1.jpg,"39,90",sofort lieferbar,The Singleton of Glendullan Select House Tully - Game of Thrones,https://www.whisky.de/shop/Angebote/The-Singleton-of-Glendullan-Select-House-Tully-Game-of-Thrones.html?&searchorigin=2
50 % vol,"0,7 Liter",{'Sorte:': 'Kentucky Straight Bourbon'},Sierra Madre GmbH Rohrstr. 15 58093 Hagen/DE,1776 ist die älteste Whiskeymarke Amerikas. Elijah Pepper gründete das Unternehmen in diesem Jahr. Der Whiskey wurde noch drei Generationen im Familienbesitz hergestellt. Inzwischen hat das Unternehmen Georgetown Trading Co. die Marke übernommen.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_1776BOURB_1.jpg,"42,90","sofort lieferbar, Nachfolger da",1776 Bourbon 50%,https://www.whisky.de/shop/USA/1776-Bourbon-50.html?&searchorigin=2
"53,5 % vol","0,7 Liter",{'Sorte:': 'Kentucky Straight Bourbon'},Beam Suntory UK Ltd. Springburn Bond Carlisle Street Glasgow G21 1EQ/GB,"Bakers 107 gehört zu den Small Batch Bourbons von Jim Beam. Für die Serie werden Fässer mit besonders hoher Qualität aus den besten Plätzen in den Lagerhäusern ausgesucht. Benannt wurde die Abfüllung nach dem Großneffen von Jim Beam, Baker Beam.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BAKER1072_1.jpg,"56,90",sofort lieferbar,Bakers 107 Proof 7 Jahre,https://www.whisky.de/shop/USA/Bakers-107-Proof-7-Jahre--.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Kentucky Straight Bourbon'},Beam Suntory UK Ltd. Springburn Bond Carlisle Street Glasgow G21 1EQ/GB,"Basil Hayden's gehört zu den Jim Beam Small Batch Bourbons, für die nur Fässer mit hoher Qualität ausgewählt werden. Der gleichnamige Master Distiller Basil Hayden brannte bereits 1796 seinen ersten Bourbon. Das war für die damalige Zeit nicht üblich. Er fügte der traditionellen Mais-Maische Roggen hinzu. Der erste Basil Hayden's war geboren. Für diesen Bourbon wird immer noch ein höherer Roggenanteil als normal verwendet.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BASIL0HA0_1.jpg,"38,90",sofort lieferbar,Basil Hayden's,https://www.whisky.de/shop/USA/Basil-Hayden-s.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Bourbon'},Bremer Spirituosen Contor GmbH Gisela-Müller-Wolff-Str.7 28197 Bremen/DE,"Mit Bib & Tucker war in früheren Zeiten das Sonntagsgewand gemeint. Der Small Batch Bourbon von der Firma 3 Badge wurde aus einer Maische mit 70% Mais sowie 30% Roggen und Malz hergestellt. Die zweifache Destillation erfolgte zuerst in einer Column Still, anschließend in einer klassischen Kupferbrennblase.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BIBTU0000_1.jpg,"62,90",sofort lieferbar,Bib & Tucker 6 Jahre,https://www.whisky.de/shop/USA/Bib-Tucker-6-Jahre.html?&searchorigin=2
45 % vol,"0,7 Liter",{'Sorte:': 'Kentucky Straight Bourbon'},,12 Jahre ist für einen amerikanischen Whiskey ein sehr hohes Alter. Im Jahr 2014 erhielt dieser Kentucky Straight Bourbon bei der San Francisco World Spirits Competition zweimal Gold.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BLACS1200_1.jpg,"79,90",geringer Vorrat,Black Saddle 12 Jahre,https://www.whisky.de/shop/USA/Black-Saddle-12-Jahre.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Kentucky Straight Bourbon'},Schlumberger GmbH & Co.KG Buschstraße 20 53340 Meckenheim/DE,Dieser Kentucky Straight Bourbon entspricht dem Blanton's Original. Die Flasche wurde lediglich mit 40% vol abgefüllt. Damit fällt der Bourbon etwas milder als sein stärkerer Bruder aus.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BLANT4000_1.jpg,"49,90","sofort lieferbar, nur zwei Flaschen pro Kunde",Blanton's Special Reserve,https://www.whisky.de/shop/USA/Blanton-s-Special-Reserve.html?&searchorigin=2
"46,5 % vol","0,7 Liter",{'Sorte:': 'Kentucky Straight Bourbon'},Schlumberger GmbH & Co.KG Buschstraße 20 53340 Meckenheim/DE,"Bei Blanton's werden stets Einzelfässer abgefüllt. Jede Flasche wird von Hand mit der Fassnummer und den Brenndaten versehen. Der Original wird mit einem Alkoholgehalt von 46,5% vol abgefüllt.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BLANT4600_1.jpg,"56,90",sofort lieferbar,Blanton's Original,https://www.whisky.de/shop/USA/Blanton-s-Original.html?&searchorigin=2
"51,5 % vol","0,7 Liter",{'Sorte:': 'Kentucky Straight Bourbon'},Schlumberger GmbH & Co.KG Buschstraße 20 53340 Meckenheim/DE,Der Bourbon Blanton's stammt aus der Buffalo Trace Brennerei und wurde von Colonel Albert Blanton inspiriert. Der Colonel war ein begeisterter Pferdenarr. So wird auch heute noch jede Abfüllung mit einer von acht verschiedenen Reiterfiguren geliefert. Der Blanton's Gold ist die beste Abfüllung aus dem Hause Blanton's.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BLANTGOLD_1.jpg,"82,90","sofort lieferbar, nur eine Flasche pro Kunde",Blanton's Gold,https://www.whisky.de/shop/USA/Blanton-s-Gold.html?&searchorigin=2
"64,6 % vol","0,7 Liter",{'Sorte:': 'Kentucky Straight Bourbon'},Schlumberger GmbH & Co.KG Buschstraße 20 53340 Meckenheim/DE,Dieser Bourbon wird direkt aus dem Fass unverdünnt mit individuellem Alkoholgehalt abgefüllt. Der Amerikaner spricht von 'uncut'. Besonders dunkel und intensiv fällt so der Whiskey aus.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BLANTSTR0_1.jpg,"89,90","sofort lieferbar, nur eine Flasche pro Kunde",Blanton's Straight from the Barrel,https://www.whisky.de/shop/USA/Blanton-s-Straight-from-the-Barrel.html?&searchorigin=2
47 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Adnams plc. Southwold Suffolk IP18 6JW/UK,"Für den Adnams Triple Malt werden drei verschiedene gemälzte Getreidesorten verwendet: Aus 60% Weizen, 30% Gerste und 10% Hafer wird eine Maische hergestellt, die dem Whisky seinen besonderen Charakter verleiht. Der Weizen sorgt für Weichheit, die Gerste bringt Röstaromen, Toffee- und Getreidenoten mit und der Hafer macht den Triple Malt cremig und reichhaltig. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ADNAM0TR0_1.jpg,"49,90",sofort lieferbar,Adnams Triple Malt,https://www.whisky.de/shop/International/Adnams-Triple-Malt.html?&searchorigin=2
40 % vol,"0,05 Liter",{'Sorte:': 'Single Malt Whisky'},Aberlour Distillery Co. Ltd. Aberlour Banffshire AB 38 9PJ/GB,"Ein milder und weicher Single Malt Whisky aus der Speyside. Sein Aroma ist voll, malzig und würzig. Der Geschmack wird durch die Sherryfass-Lagerung bestimmt. Der Klassiker aus der Aberlour Brennerei!",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MINIABERL_1.jpg,"5,90",sofort lieferbar,Miniatur Aberlour 10 Jahre,https://www.whisky.de/shop/Miniaturen/Miniatur-Aberlour-10-Jahre--.html?&searchorigin=2
17 % vol,"1,4 Liter",{'Sorte:': 'Likör'},Isle of Arran Distillers Ltd. Lochranza Isle of Arran KA27 8HJ/GB,Schottischer Whisky-Likör mit frischer Dairy Cream. Köstlich süße Sahne mit einem zarten Schokoladen-Geschmack.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ARRANLIKO1_1.jpg,"32,90",sofort lieferbar,Arran Gold Sahnelikör 2er-Set,https://www.whisky.de/shop/Likoere/Arran-Gold-Sahnelikoer-2er-Set.html?&searchorigin=2
41 % vol,"0,5 Liter",{'Sorte:': 'Destillat (Spirit)'},Mosgaard Whisky A/S Tanghavevej 43 5883 Oure/DK,"Die Brennerei Mosgaard liegt auf der dänischen Insel Fünen in 'Fredelighed', was im Dänischen für Friedlichkeit steht. Weizen und Gerste werden eigens ökologisch angebaut und auch der Whisky wird direkt auf dem Bauernhof gebrannt und gelagert. Dieser Single Malt erhielt eine Nachreifung in ehemaligen PX Sherryfässern. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MOSGA0YM0_1.jpg,"52,90",sofort lieferbar,Mosgaard Young Malt,https://www.whisky.de/shop/International/Mosgaard-Young-Malt.html?&searchorigin=2
